2236,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203,,,
2237,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144,,,
2238,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206,,,
2239,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234,,,
2240,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234,,,
2241,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237,,,
2242,＜アルコール飲料類＞　（蒸留酒類）　ジン,280,,,
2243,＜アルコール飲料類＞　（蒸留酒類）　ラム,237,,,
2244,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317,,,
2245,＜アルコール飲料類＞　（混成酒類）　梅酒,155,,,
2246,＜アルコール飲料類＞　（混成酒類）　合成清酒,108,,,
2247,＜アルコール飲料類＞　（混成酒類）　白酒,236,,,
2248,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241,,,
2249,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179,,,
2250,＜アルコール飲料類＞　（混成酒類）　薬味酒,181,,,
2251,＜アルコール飲料類＞　（混成酒類）　キュラソー,319,,,
2252,＜アルコール飲料類＞　（混成酒類）　スイートワイン,125,,,
2253,＜アルコール飲料類＞　（混成酒類）　ペパーミント,300,,,
2254,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151,,,
2255,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113,,,
2256,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51,,,
2257,＜茶類＞　（緑茶類）　玉露　茶,241,,,
2258,＜茶類＞　（緑茶類）　玉露　浸出液,5,,,
2259,＜茶類＞　（緑茶類）　抹茶　茶,237,,,
2260,＜茶類＞　（緑茶類）　せん茶　茶,229,,,
2261,＜茶類＞　（緑茶類）　せん茶　浸出液,2,,,
2262,＜茶類＞　（緑茶類）　かまいり茶　浸出液,1,,,
2263,＜茶類＞　（緑茶類）　番茶　浸出液,0,,,
2264,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,,,
2265,＜茶類＞　（緑茶類）　玄米茶　浸出液,0,,,
2266,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,,,
2267,＜茶類＞　（発酵茶類）　紅茶　茶,234,,,
2268,＜茶類＞　（発酵茶類）　紅茶　浸出液,1,,,
2269,＜コーヒー・ココア類＞　コーヒー　浸出液,4,,,
2270,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,,,
2271,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,,,
2272,＜コーヒー・ココア類＞　ココア　ピュアココア,386,,,
2273,＜コーヒー・ココア類＞　ココア　ミルクココア,400,,,
2274,＜その他＞　青汁　ケール,312,,,
2275,＜その他＞　甘酒,76,,,
2276,＜その他＞　昆布茶,173,,,
2277,＜その他＞　スポーツドリンク,21,,,
2278,＜その他＞　（炭酸飲料類）　果実色飲料,51,,,
2279,＜その他＞　（炭酸飲料類）　コーラ,46,,,
2280,＜その他＞　（炭酸飲料類）　サイダー,41,,,
2281,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5,,,
2282,＜その他＞　なぎなたこうじゅ　浸出液,0,,,
2283,＜その他＞　麦茶　浸出液,1,,,
2284,＜調味料類＞　（ウスターソース類）　ウスターソース,117,,,
2285,＜調味料類＞　（ウスターソース類）　中濃ソース,129,,,
2286,＜調味料類＞　（ウスターソース類）　濃厚ソース,130,,,
2287,＜調味料類＞　（ウスターソース類）　お好み焼きソース,144,,,
2288,＜調味料類＞　（辛味調味料類）　トウバンジャン,49,,,
2289,＜調味料類＞　（辛味調味料類）　チリペッパーソース,58,,,
2290,＜調味料類＞　（辛味調味料類）　ラー油,887,,,
2291,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,76,,,
2292,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68,,,
2293,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60,,,
2294,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77,,,
2295,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111,,,
2296,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,101,,,
2297,＜調味料類＞　（しょうゆ類）　しろしょうゆ,86,,,
2298,＜調味料類＞　（しょうゆ類）　だししょうゆ,39,,,
2299,＜調味料類＞　（しょうゆ類）　照りしょうゆ,172,,,
2300,＜調味料類＞　（食塩類）　食塩,0,,,
2301,＜調味料類＞　（食塩類）　並塩,0,,,
2302,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50,,,
2303,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,,,
2304,＜調味料類＞　（食塩類）　精製塩　家庭用,0,,,
2305,＜調味料類＞　（食塩類）　精製塩　業務用,0,,,
2306,＜調味料類＞　（食酢類）　黒酢,54,,,
2307,＜調味料類＞　（食酢類）　穀物酢,25,,,
2308,＜調味料類＞　（食酢類）　米酢,46,,,
2309,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,99,,,
2310,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,22,,,
2311,＜調味料類＞　（食酢類）　果実酢　りんご酢,26,,,
2312,＜調味料類＞　（だし類）　あごだし,0,,,
2313,＜調味料類＞　（だし類）　かつおだし　荒節,2,,,
2314,＜調味料類＞　（だし類）　かつおだし　本枯れ節,2,,,
2315,＜調味料類＞　（だし類）　昆布だし　水出し,4,,,
2316,＜調味料類＞　（だし類）　昆布だし　煮出し,5,,,
2317,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2,,,
2318,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2,,,
2319,＜調味料類＞　（だし類）　しいたけだし,4,,,
2320,＜調味料類＞　（だし類）　煮干しだし,1,,,
2321,＜調味料類＞　（だし類）　鶏がらだし,7,,,
2322,＜調味料類＞　（だし類）　中華だし,3,,,
2323,＜調味料類＞　（だし類）　洋風だし,6,,,
2324,＜調味料類＞　（だし類）　固形ブイヨン,233,,,
2325,＜調味料類＞　（だし類）　顆粒おでん用,166,,,
2326,＜調味料類＞　（だし類）　顆粒中華だし,210,,,
2327,＜調味料類＞　（だし類）　顆粒和風だし,223,,,
2328,＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,20,,,
2329,＜調味料類＞　（だし類）　めんつゆ　ストレート,44,,,
2330,＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,71,,,
2331,＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,98,,,
2332,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157,,,
2333,＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187,,,
2334,＜調味料類＞　（調味ソース類）　甘酢,116,,,
2335,＜調味料類＞　（調味ソース類）　エビチリの素,54,,,
2336,＜調味料類＞　（調味ソース類）　オイスターソース,105,,,
2337,＜調味料類＞　（調味ソース類）　黄身酢,219,,,
2338,＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,64,,,
2339,＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,67,,,
2340,＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,29,,,
2341,＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,47,,,
2342,＜調味料類＞　（調味ソース類）　ごま酢,212,,,
2343,＜調味料類＞　（調味ソース類）　ごまだれ,282,,,
2344,＜調味料類＞　（調味ソース類）　三杯酢,85,,,
2345,＜調味料類＞　（調味ソース類）　二杯酢,59,,,
2346,＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,150,,,
2347,＜調味料類＞　（調味ソース類）　すし酢　にぎり用,70,,,
2348,＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,107,,,
2349,＜調味料類＞　（調味ソース類）　中華風合わせ酢,153,,,
2350,＜調味料類＞　（調味ソース類）　デミグラスソース,82,,,
2351,＜調味料類＞　（調味ソース類）　テンメンジャン,249,,,
2352,＜調味料類＞　（調味ソース類）　冷やし中華のたれ,114,,,
2353,＜調味料類＞　（調味ソース類）　ホワイトソース,99,,,
2354,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,49,,,
2355,＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,59,,,
2356,＜調味料類＞　（調味ソース類）　マーボー豆腐の素,115,,,
2357,＜調味料類＞　（調味ソース類）　マリネ液,66,,,
2358,＜調味料類＞　（調味ソース類）　ミートソース,96,,,
2359,＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,248,,,
2360,＜調味料類＞　（調味ソース類）　焼き鳥のたれ,131,,,
2361,＜調味料類＞　（調味ソース類）　焼き肉のたれ,164,,,
2362,＜調味料類＞　（調味ソース類）　みたらしのたれ,127,,,
2363,＜調味料類＞　（調味ソース類）　ゆずこしょう,37,,,
2364,＜調味料類＞　（トマト加工品類）　トマトピューレー,44,,,
2365,＜調味料類＞　（トマト加工品類）　トマトペースト,94,,,
2366,＜調味料類＞　（トマト加工品類）　トマトケチャップ,104,,,
2367,＜調味料類＞　（トマト加工品類）　トマトソース,41,,,
2368,＜調味料類＞　（トマト加工品類）　チリソース,112,,,
2369,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,668,,,
2370,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,668,,,
2371,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262,,,
2372,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,325,,,
2373,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,179,,,
2374,＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83,,,
2375,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,399,,,
2376,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,392,,,
2377,＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376,,,
2378,＜調味料類＞　（みそ類）　米みそ　甘みそ,206,,,
2379,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,182,,,
2380,＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,178,,,
2381,＜調味料類＞　（みそ類）　米みそ　だし入りみそ,167,,,
2382,＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,164,,,
2383,＜調味料類＞　（みそ類）　麦みそ,184,,,
2384,＜調味料類＞　（みそ類）　豆みそ,207,,,
2385,＜調味料類＞　（みそ類）　減塩みそ,190,,,
2386,＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,321,,,
2387,＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,122,,,
2388,＜調味料類＞　（みそ類）　辛子酢みそ,216,,,
2389,＜調味料類＞　（みそ類）　ごまみそ,245,,,
2390,＜調味料類＞　（みそ類）　酢みそ,211,,,
2391,＜調味料類＞　（みそ類）　練りみそ,267,,,
2392,＜調味料類＞　（ルウ類）　カレールウ,474,,,
2393,＜調味料類＞　（ルウ類）　ハヤシルウ,501,,,
2394,＜調味料類＞　（その他）　お茶漬けの素　さけ,251,,,
2395,＜調味料類＞　（その他）　キムチの素,125,,,
2396,＜調味料類＞　（その他）　酒かす,215,,,
2397,＜調味料類＞　（その他）　即席すまし汁,194,,,
2398,＜調味料類＞　（その他）　ふりかけ　たまご,428,,,
2399,＜調味料類＞　（その他）　みりん風調味料,225,,,
2400,＜調味料類＞　（その他）　料理酒,88,,,
2401,＜香辛料類＞　オールスパイス　粉,364,,,
2402,＜香辛料類＞　オニオンパウダー,363,,,
2403,＜香辛料類＞　からし　粉,435,,,
2404,＜香辛料類＞　からし　練り,314,,,
2405,＜香辛料類＞　からし　練りマスタード,175,,,
2406,＜香辛料類＞　からし　粒入りマスタード,229,,,
2407,＜香辛料類＞　カレー粉,338,,,
2408,＜香辛料類＞　クローブ　粉,398,,,
2409,＜香辛料類＞　こしょう　黒　粉,362,,,
2410,＜香辛料類＞　こしょう　白　粉,376,,,
2411,＜香辛料類＞　こしょう　混合　粉,369,,,
2412,＜香辛料類＞　さんしょう　粉,375,,,
2413,＜香辛料類＞　シナモン　粉,356,,,
2414,＜香辛料類＞　しょうが　粉,365,,,
2415,＜香辛料類＞　しょうが　おろし,41,,,
2416,＜香辛料類＞　セージ　粉,377,,,
2417,＜香辛料類＞　タイム　粉,342,,,
2418,＜香辛料類＞　チリパウダー,374,,,
2419,＜香辛料類＞　とうがらし　粉,412,,,
2420,＜香辛料類＞　ナツメグ　粉,520,,,
2421,＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,380,,,
2422,＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,382,,,
2423,＜香辛料類＞　にんにく　おろし,170,,,
2424,＜香辛料類＞　バジル　粉,307,,,
2425,＜香辛料類＞　パセリ　乾,341,,,
2426,＜香辛料類＞　パプリカ　粉,385,,,
2427,＜香辛料類＞　わさび　粉　からし粉入り,384,,,
2428,＜香辛料類＞　わさび　練り,265,,,
2429,＜その他＞　酵母　パン酵母　圧搾,105,,,
2430,＜その他＞　酵母　パン酵母　乾燥,307,,,
2431,＜その他＞　ベーキングパウダー,150,,,
2432,和風料理　和え物類　青菜の白和え,81,,,
2433,和風料理　和え物類　いんげんのごま和え,77,,,
2434,和風料理　和え物類　わかめとねぎの酢みそ和え,85,,,
2435,和風料理　汁物類　とん汁,26,,,
2436,和風料理　酢の物類　紅白なます,34,,,
2437,和風料理　煮物類　卯の花いり,84,,,
2438,和風料理　煮物類　親子丼の具,101,,,
2439,和風料理　煮物類　牛飯の具,122,,,
2440,和風料理　煮物類　切り干し大根の煮物,48,,,
2441,和風料理　煮物類　きんぴらごぼう,84,,,
2442,和風料理　煮物類　ぜんまいのいため煮,80,,,
2443,和風料理　煮物類　筑前煮,85,,,
2444,和風料理　煮物類　肉じゃが,78,,,
2445,和風料理　煮物類　ひじきのいため煮,75,,,
2446,和風料理　その他　アジの南蛮漬け,109,,,
2447,和風料理　その他　松前漬け　しょうゆ漬,166,,,
2448,洋風料理　カレー類　チキンカレー,131,,,
2449,洋風料理　カレー類　ビーフカレー,119,,,
2450,洋風料理　カレー類　ポークカレー,116,,,
2451,洋風料理　コロッケ類　カニクリームコロッケ,255,,,
2452,洋風料理　コロッケ類　コーンクリームコロッケ,245,,,
2453,洋風料理　コロッケ類　ポテトコロッケ,226,,,
2454,洋風料理　シチュー類　チキンシチュー,124,,,
2455,洋風料理　シチュー類　ビーフシチュー,153,,,
2456,洋風料理　素揚げ類　ミートボール,199,,,
2457,洋風料理　スープ類　かぼちゃのクリームスープ,73,,,
2458,洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,62,,,
2459,洋風料理　スープ類　コーンクリームスープ　粉末タイプ,425,,,
2460,洋風料理　ハンバーグステーキ類　合いびきハンバーグ,197,,,
2461,洋風料理　ハンバーグステーキ類　チキンハンバーグ,171,,,
2462,洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,142,,,
2463,洋風料理　フライ類　いかフライ,227,,,
2464,洋風料理　フライ類　えびフライ,236,,,
2465,洋風料理　フライ類　白身フライ,299,,,
2466,洋風料理　フライ類　メンチカツ,273,,,
2467,洋風料理　フライ用冷凍食品　いかフライ　冷凍,146,,,
2468,洋風料理　フライ用冷凍食品　えびフライ　冷凍,139,,,
2469,洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,159,,,
2470,洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,157,,,
2471,洋風料理　フライ用冷凍食品　白身フライ　冷凍,148,,,
2472,洋風料理　フライ用冷凍食品　メンチカツ　冷凍,196,,,
2473,洋風料理　その他　えびグラタン,128,,,
2474,洋風料理　その他　えびピラフ,146,,,
2475,中国料理　点心類　ぎょうざ,209,,,
2476,中国料理　点心類　しゅうまい,191,,,
2477,中国料理　点心類　中華ちまき,174,,,
2478,中国料理　菜類　酢豚,77,,,
2479,中国料理　菜類　八宝菜,64,,,
2480,中国料理　菜類　麻婆豆腐,104,,,
2481,韓国料理　和え物類　もやしのナムル,70,,,
